Shortage,pworst burg,pworst kl,pworst mchi2,Supply,Population,Infrastructure,Model
424240,0.016851,0.024464,0.022981,High,High,RO,gfdl.cm3.1.rcp85.piecewise
401410,0.00914,0.0079181,0.0063442,Low,High,RO,gfdl.cm3.1.rcp85.piecewise
265110,0.0030846,0.0028846,0.003147,High,Low,RO,gfdl.cm3.1.rcp85.piecewise
265140,0.00081504,0.00083029,0.0011136,Low,Low,RO,gfdl.cm3.1.rcp85.piecewise
388000,0.015068,0.023116,0.022455,High,High,RO,gfdl.cm3.1.rcp60.piecewise
398250,0.0072376,0.0074716,0.0062096,Low,High,RO,gfdl.cm3.1.rcp60.piecewise
255340,0.00306,0.0028246,0.002952,High,Low,RO,gfdl.cm3.1.rcp60.piecewise
259170,0.00080769,0.0008118,0.0010614,Low,Low,RO,gfdl.cm3.1.rcp60.piecewise
404020,0.029419,0.030019,0.02488,High,High,RO,gfdl.cm3.1.rcp45.piecewise
429110,0.1323,0.0097247,0.0068209,Low,High,RO,gfdl.cm3.1.rcp45.piecewise
267780,0.0032921,0.0034019,0.0046771,High,Low,RO,gfdl.cm3.1.rcp45.piecewise
267850,0.0008733,0.00097941,0.0014967,Low,Low,RO,gfdl.cm3.1.rcp45.piecewise
391110,0.021697,0.027227,0.023974,High,High,RO,gfdl.cm3.1.rcp26.piecewise
432690,0.016735,0.0087526,0.0065766,Low,High,RO,gfdl.cm3.1.rcp26.piecewise
263740,0.0032028,0.0031772,0.0040431,High,Low,RO,gfdl.cm3.1.rcp26.piecewise
262810,0.00084825,0.00091481,0.0013384,Low,Low,RO,gfdl.cm3.1.rcp26.piecewise
437950,0.016471,0.024195,0.022879,High,High,RO,gfdl.esm2m.1.rcp85.piecewise
451480,0.0087938,0.0078495,0.006324,Low,High,RO,gfdl.esm2m.1.rcp85.piecewise
257770,0.0031365,0.0030122,0.0035486,High,Low,RO,gfdl.esm2m.1.rcp85.piecewise
255290,0.00083024,0.00086879,0.0012187,Low,Low,RO,gfdl.esm2m.1.rcp85.piecewise
413860,0.012419,0.02062,0.021395,High,High,RO,gfdl.esm2m.1.rcp60.piecewise
442160,0.0051594,0.0066779,0.0059491,Low,High,RO,gfdl.esm2m.1.rcp60.piecewise
244220,0.0030057,0.0026931,0.0025096,High,Low,RO,gfdl.esm2m.1.rcp60.piecewise
256250,0.00079239,0.00077357,0.00094949,Low,Low,RO,gfdl.esm2m.1.rcp60.piecewise
442430,0.014619,0.022739,0.022303,High,High,RO,gfdl.esm2m.1.rcp45.piecewise
481540,0.0066448,0.0072881,0.0061519,Low,High,RO,gfdl.esm2m.1.rcp45.piecewise
266220,0.0030915,0.0029015,0.0032012,High,Low,RO,gfdl.esm2m.1.rcp45.piecewise
266330,0.00081685,0.00083488,0.0011264,Low,Low,RO,gfdl.esm2m.1.rcp45.piecewise
418550,0.01486,0.022944,0.022386,High,High,RO,gfdl.esm2m.1.rcp26.piecewise
459330,0.0070828,0.0074262,0.0061955,Low,High,RO,gfdl.esm2m.1.rcp26.piecewise
249880,0.003105,0.0029346,0.0033065,High,Low,RO,gfdl.esm2m.1.rcp26.piecewise
248890,0.00082031,0.00084363,0.0011506,Low,Low,RO,gfdl.esm2m.1.rcp26.piecewise
468690,0.01451,0.022645,0.022264,High,High,RO,csiro.mk3.6.0.1.rcp85.piecewise
398500,0.0070959,0.0074301,0.0061967,Low,High,RO,csiro.mk3.6.0.1.rcp85.piecewise
267100,0.0030741,0.0028591,0.0030645,High,Low,RO,csiro.mk3.6.0.1.rcp85.piecewise
261830,0.00081201,0.00082266,0.0010922,Low,Low,RO,csiro.mk3.6.0.1.rcp85.piecewise
412980,0.011666,0.019772,0.021006,High,High,RO,csiro.mk3.6.0.1.rcp60.piecewise
435400,0.0046299,0.0063858,0.0058454,Low,High,RO,csiro.mk3.6.0.1.rcp60.piecewise
245320,0.002982,0.0026362,0.0023115,High,Low,RO,csiro.mk3.6.0.1.rcp60.piecewise
245600,0.00078617,0.00075813,0.00090271,Low,Low,RO,csiro.mk3.6.0.1.rcp60.piecewise
391120,0.015557,0.023509,0.022611,High,High,RO,csiro.mk3.6.0.1.rcp45.piecewise
418000,0.0075352,0.0075543,0.0062351,Low,High,RO,csiro.mk3.6.0.1.rcp45.piecewise
253070,0.0030843,0.0028839,0.0031446,High,Low,RO,csiro.mk3.6.0.1.rcp45.piecewise
251900,0.00081503,0.00083027,0.0011136,Low,Low,RO,csiro.mk3.6.0.1.rcp45.piecewise
387580,0.013096,0.021325,0.021707,High,High,RO,csiro.mk3.6.0.1.rcp26.piecewise
407260,0.005633,0.0069012,0.0060254,Low,High,RO,csiro.mk3.6.0.1.rcp26.piecewise
247090,0.0030224,0.0027335,0.0026476,High,Low,RO,csiro.mk3.6.0.1.rcp26.piecewise
243040,0.00079767,0.00078672,0.00098859,Low,Low,RO,csiro.mk3.6.0.1.rcp26.piecewise
385430,0.017401,0.024837,0.023121,High,High,RO,hadgem2.es.1.rcp85.piecewise
411410,0.0094184,0.0079699,0.0063593,Low,High,RO,hadgem2.es.1.rcp85.piecewise
255980,0.0031099,0.0029467,0.0033444,High,Low,RO,hadgem2.es.1.rcp85.piecewise
260870,0.00082213,0.00084823,0.0011632,Low,Low,RO,hadgem2.es.1.rcp85.piecewise
422740,0.016538,0.024244,0.022897,High,High,RO,hadgem2.es.1.rcp60.piecewise
449860,0.0088253,0.007856,0.0063259,Low,High,RO,hadgem2.es.1.rcp60.piecewise
246790,0.0031218,0.0029761,0.0034367,High,Low,RO,hadgem2.es.1.rcp60.piecewise
262690,0.00082432,0.00085376,0.0011782,Low,Low,RO,hadgem2.es.1.rcp60.piecewise
407060,0.015272,0.023282,0.022522,High,High,RO,hadgem2.es.1.rcp45.piecewise
426670,0.0074775,0.0075387,0.0062303,Low,High,RO,hadgem2.es.1.rcp45.piecewise
250930,0.0030843,0.0028838,0.0031445,High,Low,RO,hadgem2.es.1.rcp45.piecewise
251160,0.00081484,0.00082979,0.0011122,Low,Low,RO,hadgem2.es.1.rcp45.piecewise
410750,0.015001,0.023061,0.022433,High,High,RO,hadgem2.es.1.rcp26.piecewise
449120,0.0072118,0.0074642,0.0062073,Low,High,RO,hadgem2.es.1.rcp26.piecewise
252350,0.0030708,0.002851,0.0030381,High,Low,RO,hadgem2.es.1.rcp26.piecewise
242230,0.00081213,0.00082298,0.0010931,Low,Low,RO,hadgem2.es.1.rcp26.piecewise
436100,0.024808,0.028527,0.024406,High,High,RO,miroc.esm.chem.1.rcp85.piecewise
435810,0.031392,0.0092594,0.0067072,Low,High,RO,miroc.esm.chem.1.rcp85.piecewise
265320,0.0032452,0.0032835,0.0043486,High,Low,RO,miroc.esm.chem.1.rcp85.piecewise
270960,0.00085988,0.00094472,0.0014131,Low,Low,RO,miroc.esm.chem.1.rcp85.piecewise
396750,0.020125,0.026447,0.023704,High,High,RO,miroc.esm.chem.1.rcp60.piecewise
425210,0.014367,0.0085803,0.0065305,Low,High,RO,miroc.esm.chem.1.rcp60.piecewise
256420,0.003194,0.0031551,0.0039786,High,Low,RO,miroc.esm.chem.1.rcp60.piecewise
258780,0.00084543,0.00090759,0.0013201,Low,Low,RO,miroc.esm.chem.1.rcp60.piecewise
379160,0.016744,0.024389,0.022953,High,High,RO,miroc.esm.chem.1.rcp45.piecewise
402240,0.0091034,0.007911,0.0063421,Low,High,RO,miroc.esm.chem.1.rcp45.piecewise
255210,0.0031164,0.0029628,0.0033952,High,Low,RO,miroc.esm.chem.1.rcp45.piecewise
252920,0.00082399,0.00085292,0.001176,Low,Low,RO,miroc.esm.chem.1.rcp45.piecewise
380430,0.014292,0.022453,0.022185,High,High,RO,miroc.esm.chem.1.rcp26.piecewise
394460,0.0065748,0.0072645,0.0061444,Low,High,RO,miroc.esm.chem.1.rcp26.piecewise
261290,0.0030399,0.0027757,0.0027899,High,Low,RO,miroc.esm.chem.1.rcp26.piecewise
261300,0.00080252,0.00079884,0.001024,Low,Low,RO,miroc.esm.chem.1.rcp26.piecewise
415040,0.016186,0.023987,0.022798,High,High,RO,miroc5.1.rcp85.piecewise
407090,0.0085855,0.0078059,0.0063111,Low,High,RO,miroc5.1.rcp85.piecewise
260660,0.0031038,0.0029318,0.0032975,High,Low,RO,miroc5.1.rcp85.piecewise
253640,0.00082038,0.0008438,0.001151,Low,Low,RO,miroc5.1.rcp85.piecewise
368400,0.011249,0.019272,0.020768,High,High,RO,miroc5.1.rcp60.piecewise
373240,0.0044417,0.0062689,0.0058025,Low,High,RO,miroc5.1.rcp60.piecewise
261440,0.0029392,0.0025344,0.0019463,High,Low,RO,miroc5.1.rcp60.piecewise
261570,0.00077453,0.00072945,0.00081326,Low,Low,RO,miroc5.1.rcp60.piecewise
387840,0.014365,0.022518,0.022212,High,High,RO,miroc5.1.rcp45.piecewise
396010,0.0066557,0.0072917,0.0061531,Low,High,RO,miroc5.1.rcp45.piecewise
250480,0.003059,0.0028222,0.0029441,High,Low,RO,miroc5.1.rcp45.piecewise
255150,0.00080728,0.00081077,0.0010584,Low,Low,RO,miroc5.1.rcp45.piecewise
379980,0.011904,0.020048,0.021134,High,High,RO,miroc5.1.rcp26.piecewise
403000,0.0047985,0.0064843,0.0058809,Low,High,RO,miroc5.1.rcp26.piecewise
247350,0.0029756,0.002621,0.0022577,High,Low,RO,miroc5.1.rcp26.piecewise
252560,0.00078465,0.00075438,0.00089122,Low,Low,RO,miroc5.1.rcp26.piecewise
261780,0.0035641,0.004102,0.0064134,High,High,RO,gfdl.cm3.1.rcp85.linear
280650,0.0010106,0.0013407,0.002225,Low,High,RO,gfdl.cm3.1.rcp85.linear
166370,0.0021798,0.00097363,0,High,Low,RO,gfdl.cm3.1.rcp85.linear
154640,0.00056723,0.0002815,0,Low,Low,RO,gfdl.cm3.1.rcp85.linear
268100,0.0034973,0.0039284,0.0060123,High,High,RO,gfdl.cm3.1.rcp60.linear
274060,0.00098602,0.0012755,0.0021094,Low,High,RO,gfdl.cm3.1.rcp60.linear
163970,0.0021706,0.0009584,0,High,Low,RO,gfdl.cm3.1.rcp60.linear
165140,0.00056392,0.00027569,0,Low,Low,RO,gfdl.cm3.1.rcp60.linear
266370,0.0039433,0.0051,0.0084339,High,High,RO,gfdl.cm3.1.rcp45.linear
290020,0.0011284,0.0016513,0.0027083,Low,High,RO,gfdl.cm3.1.rcp45.linear
180830,0.0022847,0.001154,0,High,Low,RO,gfdl.cm3.1.rcp45.linear
176070,0.00059481,0.00033197,0,Low,Low,RO,gfdl.cm3.1.rcp45.linear
239270,0.0037691,0.0046397,0.0075563,High,High,RO,gfdl.cm3.1.rcp26.linear
242800,0.0010733,0.0015065,0.0024955,Low,High,RO,gfdl.cm3.1.rcp26.linear
152270,0.0022421,0.0010791,0,High,Low,RO,gfdl.cm3.1.rcp26.linear
174290,0.00058337,0.00031062,0,Low,Low,RO,gfdl.cm3.1.rcp26.linear
251070,0.0035838,0.0041533,0.0065289,High,High,RO,gfdl.esm2m.1.rcp85.linear
269540,0.0010145,0.0013509,0.0022426,Low,High,RO,gfdl.esm2m.1.rcp85.linear
149440,0.0022113,0.0010264,0,High,Low,RO,gfdl.esm2m.1.rcp85.linear
162670,0.00057463,0.0002947,0,Low,Low,RO,gfdl.esm2m.1.rcp85.linear
260380,0.0033609,0.0035771,0.0051432,High,High,RO,gfdl.esm2m.1.rcp60.linear
261550,0.00094127,0.0011573,0.0018838,Low,High,RO,gfdl.esm2m.1.rcp60.linear
166490,0.0021484,0.0009223,0,High,Low,RO,gfdl.esm2m.1.rcp60.linear
147920,0.00055802,0.00026544,0,Low,Low,RO,gfdl.esm2m.1.rcp60.linear
262380,0.003509,0.0039587,0.0060835,High,High,RO,gfdl.esm2m.1.rcp45.linear
263750,0.00098891,0.0012832,0.0021233,Low,High,RO,gfdl.esm2m.1.rcp45.linear
165150,0.0021928,0.00099512,0,High,Low,RO,gfdl.esm2m.1.rcp45.linear
169790,0.00057011,0.0002866,0,Low,Low,RO,gfdl.esm2m.1.rcp45.linear
256450,0.0035396,0.0040382,0.006268,High,High,RO,gfdl.esm2m.1.rcp26.linear
261110,0.0009969,0.0013043,0.0021612,Low,High,RO,gfdl.esm2m.1.rcp26.linear
164230,0.0022022,0.001011,0,High,Low,RO,gfdl.esm2m.1.rcp26.linear
171200,0.00057246,0.00029079,0,Low,Low,RO,gfdl.esm2m.1.rcp26.linear
281710,0.0035023,0.0039413,0.0060426,High,High,RO,csiro.mk3.6.0.1.rcp85.linear
256060,0.00098105,0.0012624,0.0020854,Low,High,RO,csiro.mk3.6.0.1.rcp85.linear
168110,0.0021789,0.00097213,0,High,Low,RO,csiro.mk3.6.0.1.rcp85.linear
174890,0.00056711,0.00028128,0,Low,Low,RO,csiro.mk3.6.0.1.rcp85.linear
251310,0.0033015,0.0034258,0.0047422,High,High,RO,csiro.mk3.6.0.1.rcp60.linear
256210,0.00092305,0.0011093,0.0017856,Low,High,RO,csiro.mk3.6.0.1.rcp60.linear
157310,0.0021355,0.00090154,0,High,Low,RO,csiro.mk3.6.0.1.rcp60.linear
159620,0.00055477,0.00025987,0,Low,Low,RO,csiro.mk3.6.0.1.rcp60.linear
242590,0.0035344,0.0040246,0.0062368,High,High,RO,csiro.mk3.6.0.1.rcp45.linear
236640,0.00099788,0.0013069,0.0021658,Low,High,RO,csiro.mk3.6.0.1.rcp45.linear
157140,0.0021843,0.00098099,0,High,Low,RO,csiro.mk3.6.0.1.rcp45.linear
151620,0.00056763,0.00028221,0,Low,Low,RO,csiro.mk3.6.0.1.rcp45.linear
261430,0.0033993,0.0036753,0.0053945,High,High,RO,csiro.mk3.6.0.1.rcp26.linear
257970,0.00095367,0.00119,0.0019484,Low,High,RO,csiro.mk3.6.0.1.rcp26.linear
171400,0.002157,0.00093616,0,High,Low,RO,csiro.mk3.6.0.1.rcp26.linear
170400,0.00056043,0.0002696,0,Low,Low,RO,csiro.mk3.6.0.1.rcp26.linear
270820,0.0036084,0.0042176,0.0066714,High,High,RO,hadgem2.es.1.rcp85.linear
273900,0.0010185,0.0013615,0.0022607,Low,High,RO,hadgem2.es.1.rcp85.linear
171450,0.0021957,0.0010001,0,High,Low,RO,hadgem2.es.1.rcp85.linear
173800,0.00057058,0.00028744,0,Low,Low,RO,hadgem2.es.1.rcp85.linear
222320,0.0036095,0.0042205,0.0066776,High,High,RO,hadgem2.es.1.rcp60.linear
233580,0.0010198,0.001365,0.0022667,Low,High,RO,hadgem2.es.1.rcp60.linear
171780,0.0021995,0.0010064,0,High,Low,RO,hadgem2.es.1.rcp60.linear
160040,0.00057295,0.00029168,0,Low,Low,RO,hadgem2.es.1.rcp60.linear
266560,0.0035379,0.0040338,0.0062579,High,High,RO,hadgem2.es.1.rcp45.linear
283460,0.00099918,0.0013104,0.002172,Low,High,RO,hadgem2.es.1.rcp45.linear
162650,0.0021865,0.00098465,0,High,Low,RO,hadgem2.es.1.rcp45.linear
168740,0.00056885,0.00028437,0,Low,Low,RO,hadgem2.es.1.rcp45.linear
273790,0.003507,0.0039534,0.0060712,High,High,RO,hadgem2.es.1.rcp26.linear
291320,0.00098749,0.0012794,0.0021165,Low,High,RO,hadgem2.es.1.rcp26.linear
168440,0.0021789,0.00097216,0,High,Low,RO,hadgem2.es.1.rcp26.linear
131510,0.00056724,0.00028152,0,Low,Low,RO,hadgem2.es.1.rcp26.linear
226610,0.0038667,0.0048973,0.0080577,High,High,RO,miroc.esm.chem.1.rcp85.linear
226610,0.0011026,0.0015837,0.0026113,Low,High,RO,miroc.esm.chem.1.rcp85.linear
179950,0.0022548,0.0011013,0,High,Low,RO,miroc.esm.chem.1.rcp85.linear
179950,0.0005868,0.00031696,0,Low,Low,RO,miroc.esm.chem.1.rcp85.linear
270400,0.0037311,0.0045395,0.0073538,High,High,RO,miroc.esm.chem.1.rcp60.linear
268160,0.0010614,0.001475,0.0024464,Low,High,RO,miroc.esm.chem.1.rcp60.linear
183470,0.0022365,0.0010694,0,High,Low,RO,miroc.esm.chem.1.rcp60.linear
172130,0.00058242,0.00030887,0,Low,Low,RO,miroc.esm.chem.1.rcp60.linear
234070,0.0035975,0.0041891,0.0066085,High,High,RO,miroc.esm.chem.1.rcp45.linear
273680,0.0010194,0.001364,0.0022649,Low,High,RO,miroc.esm.chem.1.rcp45.linear
167630,0.0021958,0.0010001,0,High,Low,RO,miroc.esm.chem.1.rcp45.linear
170290,0.00057247,0.00029081,0,Low,Low,RO,miroc.esm.chem.1.rcp45.linear
259070,0.0034623,0.0038378,0.0057959,High,High,RO,miroc.esm.chem.1.rcp26.linear
264220,0.00097253,0.0012398,0.0020436,Low,High,RO,miroc.esm.chem.1.rcp26.linear
165400,0.0021638,0.00094733,0,High,Low,RO,miroc.esm.chem.1.rcp26.linear
167940,0.00056222,0.00027271,0,Low,Low,RO,miroc.esm.chem.1.rcp26.linear
237330,0.0035725,0.004124,0.0064631,High,High,RO,miroc5.1.rcp85.linear
268530,0.0010087,0.0013356,0.0022162,Low,High,RO,miroc5.1.rcp85.linear
153690,0.0021921,0.00099399,0,High,Low,RO,miroc5.1.rcp85.linear
172130,0.00057034,0.00028701,0,Low,Low,RO,miroc5.1.rcp85.linear
240430,0.0032659,0.0033356,0.0044947,High,High,RO,miroc5.1.rcp60.linear
257940,0.00091269,0.0010821,0.0017281,Low,High,RO,miroc5.1.rcp60.linear
159100,0.0021167,0.00087174,0,High,Low,RO,miroc5.1.rcp60.linear
161460,0.00054927,0.00025058,0,Low,Low,RO,miroc5.1.rcp60.linear
252770,0.003481,0.0038862,0.0059121,High,High,RO,miroc5.1.rcp45.linear
250370,0.00097889,0.0012567,0.0020749,Low,High,RO,miroc5.1.rcp45.linear
162430,0.0021735,0.0009632,0,High,Low,RO,miroc5.1.rcp45.linear
171750,0.00056477,0.00027718,0,Low,Low,RO,miroc5.1.rcp45.linear
270310,0.0033133,0.0034557,0.0048227,High,High,RO,miroc5.1.rcp26.linear
277430,0.00093159,0.0011318,0.0018321,Low,High,RO,miroc5.1.rcp26.linear
159650,0.0021331,0.00089773,0,High,Low,RO,miroc5.1.rcp26.linear
154410,0.00055423,0.00025895,0,Low,Low,RO,miroc5.1.rcp26.linear
